incident_id,created_date,resolved_date,priority,severity,status,category,sub_category,assignment_group,resolver,sla_target_hours,resolution_time_hours,reopened_flag,sla_breach_flag,customer_id,ticket_subject,ticket_description,resolution,customer_satisfaction_rating
INC108412,28:00.0,03:24.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Sneha,72,27.59000015,0,0,CUST04101,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC108413,24:00.0,03:36.0,P3,Medium,Closed,Access,Password,IAM Team,John,72,27.65999985,0,0,CUST01912,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,3
INC108414,23:00.0,49:24.0,P3,Medium,Closed,Software,Installation,Desktop Team,Amit,72,50.43999863,0,0,CUST01016,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,4
INC108415,35:00.0,NULL,P3,Medium,Open,Hardware,Laptop,Desktop Team,Sneha,72,NULL,0,NULL,CUST02038,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108416,06:00.0,39:00.0,P3,Medium,Resolved,Access,Password,IAM Team,Priya,72,32.54999924,0,0,CUST04044,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108417,35:00.0,15:48.0,P2,High,Closed,Network,Connectivity,Network Team,Rahul,48,30.68000031,1,0,CUST02848,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC108418,10:00.0,20:48.0,P3,Medium,Closed,Database,SQL,DB Team,David,72,47.18000031,1,0,CUST01735,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,4
INC108419,23:00.0,32:00.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Sneha,72,34.15000153,1,0,CUST03140,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108420,51:00.0,NULL,P2,High,Pending Input,Email,Outlook,Messaging Team,Ankit,48,NULL,0,NULL,CUST02143,Database Timeout,User reported database timeout.,NULL,NULL
INC108421,09:00.0,NULL,P2,High,Open,Security,Access,Security Team,Neha,48,NULL,0,NULL,CUST02748,Password Reset,User reported password reset.,NULL,NULL
INC108422,15:00.0,NULL,P3,Medium,Open,Database,SQL,DB Team,John,72,NULL,0,NULL,CUST04925,Password Reset,User reported password reset.,NULL,NULL
INC108423,11:00.0,NULL,P3,Medium,Pending Input,Network,Connectivity,Network Team,Amit,72,NULL,0,NULL,CUST02207,Printer Offline,User reported printer offline.,NULL,NULL
INC108424,56:00.0,19:24.0,P2,High,Closed,Network,Connectivity,Network Team,Vikas,48,21.38999939,0,0,CUST02164,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC108425,32:00.0,11:00.0,P2,High,Closed,Application,ERP,App Team,John,48,20.64999962,0,0,CUST01899,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC108426,01:00.0,19:00.0,P3,Medium,Closed,Software,Installation,Desktop Team,Ravi,72,39.29999924,0,0,CUST02322,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108427,20:00.0,27:12.0,P4,Low,Closed,Email,Outlook,Messaging Team,Rahul,60,37.11999893,0,0,CUST02772,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,4
INC108428,38:00.0,14:36.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,Ankit,72,37.61000061,0,0,CUST03756,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC108429,18:00.0,31:12.0,P3,Medium,Closed,Security,Access,Security Team,Neha,72,49.22000122,0,0,CUST04317,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC108430,50:00.0,22:24.0,P3,Medium,Closed,Access,Password,IAM Team,Vikas,72,43.54000092,0,0,CUST03487,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC108431,12:00.0,54:00.0,P3,Medium,Resolved,Access,Password,IAM Team,Neha,72,27.70000076,0,0,CUST01923,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108432,46:00.0,37:00.0,P4,Low,Closed,Database,SQL,DB Team,Amit,60,29.85000038,0,0,CUST01635,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108433,32:00.0,31:24.0,P3,Medium,Closed,Backup,Restore,Infra Team,Amit,72,42.99000168,0,0,CUST03976,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC108434,42:00.0,NULL,P3,Medium,Open,Network,Connectivity,Network Team,David,72,NULL,0,NULL,CUST01339,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108435,06:00.0,03:36.0,P2,High,Closed,Database,SQL,DB Team,David,48,32.95999908,0,0,CUST02243,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC108436,40:00.0,10:36.0,P1,Critical,Closed,Hardware,Laptop,Desktop Team,Ravi,24,16.51000023,0,0,CUST03100,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC108437,55:00.0,NULL,P4,Low,Open,Backup,Restore,Infra Team,Amit,60,NULL,1,NULL,CUST01566,Database Timeout,User reported database timeout.,NULL,NULL
INC108438,02:00.0,28:24.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Amit,72,31.44000053,0,0,CUST04127,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,4
INC108439,50:00.0,NULL,P3,Medium,Open,Email,Outlook,Messaging Team,David,72,NULL,0,NULL,CUST03435,Password Reset,User reported password reset.,NULL,NULL
INC108440,59:00.0,NULL,P2,High,Pending Engineering,Access,Password,IAM Team,Ravi,48,NULL,0,NULL,CUST00886,Application Crash,User reported application crash.,NULL,NULL
INC108441,51:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,John,72,NULL,0,NULL,CUST00696,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108442,51:00.0,NULL,P2,High,Open,Email,Outlook,Messaging Team,Amit,48,NULL,1,NULL,CUST03161,Password Reset,User reported password reset.,NULL,NULL
INC108443,00:00.0,49:12.0,P4,Low,Closed,Network,Connectivity,Network Team,David,60,31.81999969,0,0,CUST04796,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,4
INC108444,28:00.0,15:24.0,P2,High,Resolved,Database,SQL,DB Team,John,48,30.79000092,0,0,CUST04352,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC108445,30:00.0,51:36.0,P3,Medium,Closed,Network,Connectivity,Network Team,Amit,72,49.36000061,0,0,CUST00526,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC108446,08:00.0,24:12.0,P4,Low,Closed,Application,ERP,App Team,Amit,60,41.27000046,1,0,CUST00439,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,3
INC108447,36:00.0,NULL,P3,Medium,Pending Engineering,Access,Password,IAM Team,John,72,NULL,0,NULL,CUST04480,Application Crash,User reported application crash.,NULL,NULL
INC108448,31:00.0,34:36.0,P2,High,Closed,Cloud,Azure,Cloud Team,Priya,48,17.05999947,0,0,CUST01445,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108449,14:00.0,12:12.0,P3,Medium,Resolved,Email,Outlook,Messaging Team,Sneha,72,45.97000122,0,0,CUST02104,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC108450,01:00.0,28:00.0,P3,Medium,Closed,Software,Installation,Desktop Team,Vikas,72,27.45000076,1,0,CUST04246,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108451,10:00.0,04:00.0,P3,Medium,Closed,Security,Access,Security Team,John,72,30.89999962,0,0,CUST04410,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC108452,19:00.0,20:12.0,P2,High,Closed,Application,ERP,App Team,David,48,25.02000046,0,0,CUST02334,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108453,44:00.0,46:24.0,P3,Medium,Closed,Backup,Restore,Infra Team,Rahul,72,50.04000092,1,0,CUST02439,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC108454,31:00.0,51:24.0,P2,High,Closed,Backup,Restore,Infra Team,Ankit,48,34.34000015,1,0,CUST03499,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC108455,31:00.0,NULL,P4,Low,Pending Engineering,Software,Installation,Desktop Team,Neha,60,NULL,0,NULL,CUST03898,Password Reset,User reported password reset.,NULL,NULL
INC108456,20:00.0,NULL,P2,High,Open,Hardware,Laptop,Desktop Team,David,48,NULL,0,NULL,CUST01908,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC108457,35:00.0,40:24.0,P3,Medium,Closed,Database,SQL,DB Team,Ankit,72,34.09000015,0,0,CUST01992,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC108458,00:00.0,25:48.0,P3,Medium,Closed,Application,ERP,App Team,Rahul,72,36.43000031,1,0,CUST01817,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC108459,29:00.0,42:48.0,P4,Low,Closed,Backup,Restore,Infra Team,Ravi,60,22.22999954,0,0,CUST04868,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC108460,06:00.0,35:24.0,P4,Low,Resolved,Cloud,Azure,Cloud Team,David,60,31.48999977,0,0,CUST00118,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC108461,03:00.0,09:00.0,P3,Medium,Closed,Network,Connectivity,Network Team,Sneha,72,40.09999847,0,0,CUST02270,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,4
INC108462,30:00.0,09:36.0,P4,Low,Closed,Backup,Restore,Infra Team,Ravi,60,22.65999985,0,0,CUST04945,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,3
INC108463,36:00.0,12:00.0,P2,High,Resolved,Backup,Restore,Infra Team,Priya,48,18.60000038,0,0,CUST03436,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC108464,32:00.0,17:00.0,P1,Critical,Closed,Cloud,Azure,Cloud Team,Sneha,24,15.75,0,0,CUST00401,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,2
INC108465,05:00.0,06:48.0,P4,Low,Resolved,Cloud,Azure,Cloud Team,Ravi,60,21.03000069,1,0,CUST04805,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC108466,58:00.0,NULL,P2,High,Open,Access,Password,IAM Team,Amit,48,NULL,0,NULL,CUST01559,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108467,23:00.0,36:48.0,P4,Low,Resolved,Email,Outlook,Messaging Team,David,60,42.22999954,1,0,CUST00295,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC108468,36:00.0,NULL,P4,Low,Open,Software,Installation,Desktop Team,Sneha,60,NULL,0,NULL,CUST02396,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108469,58:00.0,33:24.0,P2,High,Resolved,Database,SQL,DB Team,Priya,48,20.59000015,1,0,CUST02995,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC108470,30:00.0,00:36.0,P3,Medium,Resolved,Backup,Restore,Infra Team,Vikas,72,52.50999832,0,0,CUST02182,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC108471,55:00.0,14:48.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Priya,60,32.33000183,0,0,CUST04454,Password Reset,User reported password reset.,Resolved password reset after investigation.,3
INC108472,42:00.0,03:36.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,Priya,72,41.36000061,0,0,CUST01333,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC108473,17:00.0,58:24.0,P3,Medium,Closed,Backup,Restore,Infra Team,Ravi,72,33.68999863,1,0,CUST04498,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC108474,35:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Amit,72,NULL,0,NULL,CUST04266,Database Timeout,User reported database timeout.,NULL,NULL
INC108475,56:00.0,14:36.0,P3,Medium,Closed,Backup,Restore,Infra Team,Vikas,72,33.31000137,0,0,CUST02108,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108476,57:00.0,49:48.0,P3,Medium,Closed,Backup,Restore,Infra Team,Amit,72,41.88000107,0,0,CUST04544,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108477,37:00.0,NULL,P3,Medium,Pending Input,Application,ERP,App Team,David,72,NULL,0,NULL,CUST00980,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108478,40:00.0,NULL,P4,Low,Pending Input,Cloud,Azure,Cloud Team,Sneha,60,NULL,0,NULL,CUST03537,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC108479,28:00.0,13:00.0,P4,Low,Closed,Cloud,Azure,Cloud Team,Sneha,60,44.75,0,0,CUST03526,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC108480,07:00.0,NULL,P2,High,Pending Input,Database,SQL,DB Team,Rahul,48,NULL,0,NULL,CUST00994,Printer Offline,User reported printer offline.,NULL,NULL
INC108481,57:00.0,NULL,P4,Low,Open,Software,Installation,Desktop Team,Amit,60,NULL,0,NULL,CUST00020,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC108482,59:00.0,51:12.0,P3,Medium,Resolved,Network,Connectivity,Network Team,Sneha,72,29.87000084,1,0,CUST00997,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC108483,29:00.0,NULL,P4,Low,Pending Input,Email,Outlook,Messaging Team,Neha,60,NULL,0,NULL,CUST00273,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC108484,02:00.0,54:12.0,P1,Critical,Closed,Database,SQL,DB Team,Sneha,24,9.869999886,0,0,CUST04567,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108485,58:00.0,NULL,P3,Medium,Pending Input,Network,Connectivity,Network Team,Priya,72,NULL,0,NULL,CUST02851,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC108486,26:00.0,03:48.0,P1,Critical,Closed,Cloud,Azure,Cloud Team,Ravi,24,8.630000114,0,0,CUST01852,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC108487,32:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Ravi,72,NULL,0,NULL,CUST02539,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC108488,33:00.0,13:48.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Amit,60,26.68000031,0,0,CUST04020,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC108489,42:00.0,NULL,P3,Medium,Pending Engineering,Backup,Restore,Infra Team,Neha,72,NULL,0,NULL,CUST03388,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC108490,42:00.0,13:48.0,P4,Low,Closed,Network,Connectivity,Network Team,Sneha,60,25.53000069,0,0,CUST03462,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,3
INC108491,33:00.0,05:24.0,P3,Medium,Resolved,Database,SQL,DB Team,Neha,72,52.54000092,0,0,CUST00104,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC108492,53:00.0,NULL,P4,Low,Pending Input,Software,Installation,Desktop Team,Neha,60,NULL,0,NULL,CUST02189,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108493,36:00.0,NULL,P2,High,Pending Input,Access,Password,IAM Team,Priya,48,NULL,1,NULL,CUST03697,Application Crash,User reported application crash.,NULL,NULL
INC108494,39:00.0,54:36.0,P1,Critical,Closed,Cloud,Azure,Cloud Team,Priya,24,14.26000023,0,0,CUST02596,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108495,54:00.0,NULL,P2,High,Pending Input,Cloud,Azure,Cloud Team,Priya,48,NULL,1,NULL,CUST01474,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC108496,17:00.0,01:24.0,P1,Critical,Closed,Software,Installation,Desktop Team,Vikas,24,13.73999977,0,0,CUST04485,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC108497,53:00.0,44:36.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Amit,72,30.86000061,0,0,CUST01219,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC108498,28:00.0,NULL,P2,High,Open,Email,Outlook,Messaging Team,Ravi,48,NULL,0,NULL,CUST04177,Database Timeout,User reported database timeout.,NULL,NULL
INC108499,29:00.0,48:12.0,P3,Medium,Closed,Backup,Restore,Infra Team,Sneha,72,41.31999969,0,0,CUST00859,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108500,41:00.0,02:00.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Neha,60,40.34999847,1,0,CUST00009,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108501,02:00.0,30:12.0,P2,High,Resolved,Network,Connectivity,Network Team,Ravi,48,31.46999931,0,0,CUST01463,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC108502,39:00.0,NULL,P3,Medium,Pending Input,Database,SQL,DB Team,Sneha,72,NULL,0,NULL,CUST01891,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC108503,11:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,David,72,NULL,0,NULL,CUST04996,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC108504,10:00.0,NULL,P2,High,Open,Network,Connectivity,Network Team,John,48,NULL,0,NULL,CUST01137,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC108505,40:00.0,NULL,P2,High,Open,Database,SQL,DB Team,Ankit,48,NULL,0,NULL,CUST02116,Password Reset,User reported password reset.,NULL,NULL
INC108506,50:00.0,32:36.0,P1,Critical,Closed,Network,Connectivity,Network Team,Ravi,24,11.71000004,0,0,CUST02131,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108507,47:00.0,59:00.0,P2,High,Closed,Database,SQL,DB Team,John,48,27.20000076,1,0,CUST04360,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC108508,02:00.0,38:00.0,P1,Critical,Closed,Backup,Restore,Infra Team,Ravi,24,8.600000381,0,0,CUST02509,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,4
INC108509,19:00.0,00:24.0,P3,Medium,Closed,Network,Connectivity,Network Team,Rahul,72,50.68999863,0,0,CUST02966,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC108510,24:00.0,43:12.0,P2,High,Closed,Backup,Restore,Infra Team,Ravi,48,24.31999969,1,0,CUST02046,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC108511,39:00.0,00:00.0,P4,Low,Closed,Email,Outlook,Messaging Team,Ravi,60,33.34999847,0,0,CUST01803,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC108512,35:00.0,NULL,P1,Critical,Pending Engineering,Software,Installation,Desktop Team,David,24,NULL,0,NULL,CUST03288,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108513,40:00.0,32:12.0,P2,High,Closed,Application,ERP,App Team,Vikas,48,35.86999893,1,0,CUST00350,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC108514,00:00.0,21:00.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Ankit,72,46.34999847,1,0,CUST04458,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC108515,57:00.0,42:00.0,P2,High,Resolved,Security,Access,Security Team,David,48,25.75,0,0,CUST00194,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC108516,18:00.0,35:24.0,P3,Medium,Resolved,Email,Outlook,Messaging Team,Ravi,72,27.29000092,0,0,CUST01549,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,NULL
INC108517,40:00.0,NULL,P3,Medium,Pending Engineering,Cloud,Azure,Cloud Team,Neha,72,NULL,0,NULL,CUST03548,Database Timeout,User reported database timeout.,NULL,NULL
INC108518,15:00.0,43:12.0,P1,Critical,Resolved,Application,ERP,App Team,Vikas,24,10.47000027,0,0,CUST00530,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108519,04:00.0,13:36.0,P3,Medium,Closed,Software,Installation,Desktop Team,Neha,72,48.15999985,0,0,CUST04329,Application Crash,User reported application crash.,Resolved application crash after investigation.,4
INC108520,27:00.0,07:48.0,P2,High,Closed,Cloud,Azure,Cloud Team,Neha,48,22.68000031,0,0,CUST01187,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC108521,24:00.0,NULL,P2,High,Open,Network,Connectivity,Network Team,Ankit,48,NULL,0,NULL,CUST00841,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC108522,18:00.0,32:24.0,P3,Medium,Resolved,Access,Password,IAM Team,Priya,72,27.23999977,1,0,CUST00162,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC108523,32:00.0,NULL,P2,High,Open,Database,SQL,DB Team,David,48,NULL,0,NULL,CUST02192,Printer Offline,User reported printer offline.,NULL,NULL
INC108524,56:00.0,00:12.0,P3,Medium,Closed,Backup,Restore,Infra Team,Neha,72,32.06999969,0,0,CUST01734,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC108525,06:00.0,19:12.0,P4,Low,Resolved,Email,Outlook,Messaging Team,David,60,26.21999931,1,0,CUST00372,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108526,42:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Vikas,72,NULL,0,NULL,CUST03374,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108527,57:00.0,NULL,P3,Medium,Pending Engineering,Backup,Restore,Infra Team,Sneha,72,NULL,0,NULL,CUST04961,Printer Offline,User reported printer offline.,NULL,NULL
INC108528,39:00.0,27:00.0,P2,High,Resolved,Software,Installation,Desktop Team,Neha,48,17.79999924,0,0,CUST03422,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108529,17:00.0,NULL,P1,Critical,Open,Database,SQL,DB Team,Amit,24,NULL,0,NULL,CUST00789,Printer Offline,User reported printer offline.,NULL,NULL
INC108530,13:00.0,06:24.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Ankit,60,32.88999939,0,0,CUST04121,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC108531,34:00.0,14:48.0,P3,Medium,Resolved,Security,Access,Security Team,Sneha,72,28.68000031,0,0,CUST03066,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108532,51:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Sneha,72,NULL,0,NULL,CUST03795,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108533,27:00.0,NULL,P4,Low,Pending Input,Security,Access,Security Team,John,60,NULL,1,NULL,CUST02259,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108534,12:00.0,49:12.0,P3,Medium,Closed,Network,Connectivity,Network Team,Vikas,72,38.61999893,1,0,CUST03175,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108535,21:00.0,51:00.0,P3,Medium,Resolved,Email,Outlook,Messaging Team,David,72,33.5,0,0,CUST00885,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC108536,16:00.0,NULL,P2,High,Open,Network,Connectivity,Network Team,David,48,NULL,0,NULL,CUST02313,Printer Offline,User reported printer offline.,NULL,NULL
INC108537,36:00.0,NULL,P4,Low,Pending Input,Email,Outlook,Messaging Team,Rahul,60,NULL,0,NULL,CUST01941,Password Reset,User reported password reset.,NULL,NULL
INC108538,31:00.0,19:00.0,P2,High,Closed,Security,Access,Security Team,Vikas,48,27.79999924,0,0,CUST04091,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC108539,54:00.0,51:00.0,P3,Medium,Closed,Access,Password,IAM Team,John,72,53.95000076,0,0,CUST00503,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108540,46:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Amit,72,NULL,0,NULL,CUST03742,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108541,28:00.0,55:36.0,P1,Critical,Resolved,Email,Outlook,Messaging Team,Rahul,24,8.460000038,0,0,CUST04504,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC108542,09:00.0,00:00.0,P2,High,Closed,Database,SQL,DB Team,Sneha,48,34.84999847,0,0,CUST02989,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC108543,19:00.0,24:24.0,P3,Medium,Closed,Backup,Restore,Infra Team,Vikas,72,38.09000015,0,0,CUST01918,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC108544,53:00.0,NULL,P4,Low,Open,Backup,Restore,Infra Team,Amit,60,NULL,0,NULL,CUST04697,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC108545,17:00.0,NULL,P4,Low,Pending Input,Email,Outlook,Messaging Team,Sneha,60,NULL,0,NULL,CUST04728,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC108546,10:00.0,NULL,P3,Medium,Open,Application,ERP,App Team,Priya,72,NULL,0,NULL,CUST01809,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC108547,46:00.0,58:36.0,P3,Medium,Resolved,Software,Installation,Desktop Team,John,72,52.20999908,0,0,CUST02973,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,NULL
INC108548,29:00.0,NULL,P3,Medium,Open,Hardware,Laptop,Desktop Team,Ravi,72,NULL,0,NULL,CUST04124,Azure VM Down,User reported azure vm down.,NULL,NULL
INC108549,21:00.0,05:24.0,P3,Medium,Resolved,Cloud,Azure,Cloud Team,Rahul,72,40.74000168,0,0,CUST04118,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC108550,02:00.0,57:12.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Rahul,72,35.91999817,0,0,CUST02500,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC108551,44:00.0,33:48.0,P1,Critical,Resolved,Hardware,Laptop,Desktop Team,Ankit,24,12.82999992,0,0,CUST01985,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC108552,49:00.0,02:48.0,P2,High,Resolved,Access,Password,IAM Team,John,48,34.22999954,0,0,CUST04039,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC108553,34:00.0,23:48.0,P4,Low,Closed,Network,Connectivity,Network Team,Neha,60,32.83000183,0,0,CUST01263,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,2
INC108554,23:00.0,10:24.0,P3,Medium,Closed,Access,Password,IAM Team,Ankit,72,30.79000092,0,0,CUST03673,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC108555,23:00.0,NULL,P2,High,Open,Backup,Restore,Infra Team,Rahul,48,NULL,0,NULL,CUST04061,Application Crash,User reported application crash.,NULL,NULL
INC108556,01:00.0,08:48.0,P2,High,Closed,Access,Password,IAM Team,Ankit,48,23.12999916,1,0,CUST02280,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,4
INC108557,30:00.0,NULL,P3,Medium,Open,Database,SQL,DB Team,Ankit,72,NULL,0,NULL,CUST00234,Azure VM Down,User reported azure vm down.,NULL,NULL
